title,author,description,rating,genres,shelves,image_book,url
Punk 57,Penelope Douglas,"""We were perfect together. Until we met.""

Misha

I can’t help but smile at the words in her letter. She misses me.

In fifth grade, my teacher set us up with pen pals from a different school. Thinking I was a girl, with a name like Misha, the other teacher paired me up with her student, Ryen. My teacher, believing Ryen was a boy like me, agreed.

It didn’t take long for us to figure out the mistake. And in no time at all, we were arguing about everything. The best take-out pizza. Android vs. iPhone. Whether or not Eminem is the greatest rapper ever…

And that was the start. For the next seven years, it was us.

Her letters are always on black paper with silver writing. Sometimes there’s one a week or three in a day, but I need them. She’s the only one who keeps me on track, talks me down, and accepts everything I am.

We only had three rules. No social media, no phone numbers, no pictures. We had a good thing going. Why ruin it?

Until I run across a photo of a girl online. Name’s Ryen, loves Gallo’s pizza, and worships her iPhone. What are the chances?

F*ck it. I need to meet her.

I just don’t expect to hate what I find.

Ryen

He hasn’t written in three months. Something’s wrong. Did he die? Get arrested? Knowing Misha, neither would be a stretch.

Without him around, I’m going crazy. I need to know someone is listening. It’s my own fault. I should've gotten his number or picture or something.

He could be gone forever.

Or right under my nose, and I wouldn’t even know it.
Show more",3.77,"['Enemies To Lovers', 'Dark Romance', 'New Adult', 'Contemporary', 'Friends To Lovers', 'Young Adult', 'Contemporary Romance']","['to-read', 'currently-reading', 'favorites', '2022', '2021', 'dnf', 'enemies-to-lovers']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1689301728i/41021967.jpg,https://www.goodreads.com/book/show/41021967-punk-57
Zorba the Greek,Nikos Kazantzakis,"The classic novel, international sensation, and inspiration for the film starring Anthony Quinn explores the struggle between the aesthetic and the rational, the inner life and the life of the mind.

The classic novel Zorba the Greek is the story of two men, their incredible friendship, and the importance of living life to the fullest. Zorba, a Greek working man, is a larger-than-life character, energetic and unpredictable. He accompanies the unnamed narrator to Crete to work in the narrator’s lignite mine, and the pair develops a singular relationship. The two men couldn’t be further apart: The narrator is cerebral, modest, and reserved; Zorba is unfettered, spirited, and beyond the reins of civility. Over the course of their journey, he becomes the narrator’s greatest friend and inspiration and helps him to appreciate the joy of living.

Zorba has been acclaimed as one of the most remarkable figures in literature; he is a character in the great tradition of Sinbad the Sailor, Falstaff, and Sancho Panza. He responds to all that life offers him with passion, whether he’s supervising laborers at a mine, confronting mad monks in a mountain monastery, embellishing the tales of his past adventures, or making love. Zorba the Greek explores the beauty and pain of existence, inviting readers to reevaluate the most important aspects of their lives and live to the fullest.
Show more",4.04,"['Fiction', 'Classics', 'Philosophy', 'Greece', 'Literature', 'Novels', 'Historical Fiction']","['to-read', 'currently-reading', 'fiction', 'favorites', 'classics', 'philosophy', 'greece']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1542885673i/53639.jpg,https://www.goodreads.com/book/show/53639.Zorba_the_Greek
Games of Command,Linnea Sinclair,"The universe isn’t what it used to be.

With the new Alliance between the Triad and the United Coalition, Captain Tasha “Sass” Sebastian finds herself serving under her former nemesis, biocybe Admiral Branden Kel-Paten—and doing her best to hide a deadly past. But when an injured mercenary winds up in their ship’s sick bay—and in the hands of her best friend, Dr. Eden Fynn–Sass’s efforts may be wasted.

Wanted rebel Jace Serafino has information that could expose all of Sass’s secrets, tear the fragile Alliance apart—and end Sass’s career if Kel-Paten discovers them. But the biocybe has something to hide as well, something once thought impossible for his kind to feelings . . . for Sass. Soon it’s clear that their prisoner could bring down everything they once believed was worth dying for—and everything they now have to live for.
Show more",4.04,"['Romance', 'Science Fiction', 'Science Fiction Romance', 'Fiction', 'Space Opera', 'Realistic Fiction', 'Love Story']","['to-read', 'romance', 'sci-fi', 'science-fiction', 'favorites', 'sci-fi-romance', 'currently-reading']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347389713i/352724.jpg,https://www.goodreads.com/book/show/352724.Games_of_Command
The Serpent's Shadow,Rick Riordan,"He's b-a-a-ack! Despite their best efforts, Carter and Sadie Kane can't seem to keep Apophis, the chaos snake, down. Now Apophis is threatening to plunge the world into eternal darkness, and the Kanes are faced with the impossible task of having to destroy him once and for all. Unfortunately, the magicians of the House of Life are on the brink of civil war, the gods are divided, and the young initiates of Brooklyn House stand almost alone against the forces of chaos. The Kanes' only hope is an ancient spell that might turn the serpent's own shadow into a weapon, but the magic has been lost for a millennia. To find the answer they need, the Kanes must rely on the murderous ghost of a powerful magician who might be able to lead them to the serpent's shadow . . . or might lead them to their deaths in the depths of the underworld. Nothing less than the mortal world is at stake when the Kane family fulfills its destiny in this thrilling conclusion to the Kane Chronicles.
Show more",4.28,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']","['to-read', 'fantasy', 'currently-reading', 'mythology', 'favorites', 'rick-riordan', 'young-adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1366227982i/12893742.jpg,https://www.goodreads.com/book/show/12893742-the-serpent-s-shadow
My Roommate Is a Vampire,Jenna Levine,"True love is at stake in this charming, debut romantic comedy.

Cassie Greenberg loves being an artist, but it’s a tough way to make a living. On the brink of eviction, she’s desperate when she finds a too-good-to-be-true apartment in a beautiful Chicago neighborhood. Cassie knows there has to be a catch—only someone with a secret to hide would rent out a room for that price.

Of course, her new roommate Frederick J. Fitzwilliam is far from normal. He sleeps all day, is out at night on business, and talks like he walked out of a regency romance novel. He also leaves Cassie heart-melting notes around the apartment, cares about her art, and asks about her day. And he doesn’t look half bad shirtless, on the rare occasions they’re both home and awake. But when Cassie finds bags of blood in the fridge that weren’t there earlier, Frederick has to come clean...

Cassie’s sexy new roommate is a vampire. And he has a proposition for her.
Show more",3.46,"['Fantasy', 'Vampires', 'Paranormal', 'Audiobook', 'Contemporary', 'Fiction', 'Adult']","['to-read', 'currently-reading', '2024', '2023', 'fantasy', 'vampires', 'physical-tbr']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1665612756i/60041932.jpg,https://www.goodreads.com/book/show/60041932-my-roommate-is-a-vampire
The Glass Bead Game,Hermann Hesse,"The final novel of Hermann Hesse, The Glass Bead Game is a fascinating tale of the complexity of modern life as well as a classic of modern literature.

Set in the twenty-third century, The Glass Bead Game is the story of Joseph Knecht, who has been raised in Castalia, the remote place his society has provided for the intellectual elite to grow and flourish. Since childhood, Knecht has been consumed with mastering the Glass Bead Game, which requires a synthesis of aesthetics and philosophy, which he achieves in adulthood, becoming a Magister Ludi (Master of the Game).
Show more",4.10,"['Fiction', 'Classics', 'Philosophy', 'Literature', 'German Literature', 'Novels', 'Science Fiction']","['to-read', 'currently-reading', 'fiction', 'classics', 'favorites', 'philosophy', 'literature']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386922806i/16634.jpg,https://www.goodreads.com/book/show/16634.The_Glass_Bead_Game
The Gormenghast Novels,Mervyn Peake,"A doomed lord, an emergent hero, and a dazzling array of bizarre creatures inhabit the magical world of the Gormenghast novels which, along with Tolkien's Lord of the Rings, reign as one of the undisputed fantasy classics of all time. At the center of it all is the seventy-seventh Earl, Titus Groan, who stands to inherit the miles of rambling stone and mortar that form Gormenghast Castle and its kingdom, unless the conniving Steerpike, who is determined to rise above his menial position and control the House of Groan, has his way.

In these extraordinary novels, Peake has created a world where all is like a dream - lush, fantastical, and vivid. Accompanying the text are Peake's own drawings, illustrating the whole assembly of strange and marvelous creatures that inhabit Gormenghast.

Also featuring:
Introductory essays by Anthony Burgess and Quentin Crisp
Twelve critical essays, curated by Peake scholar Peter G. Winnington
Fragment of the unpublished novel,

Show more",4.03,"['Fantasy', 'Fiction', 'Classics', 'Gothic', 'Horror', 'Novels', 'Literature']","['to-read', 'currently-reading', 'fantasy', 'fiction', 'favorites', 'classics', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1651356062i/39058.jpg,https://www.goodreads.com/book/show/39058.The_Gormenghast_Novels
The Princess Diaries,Meg Cabot,"Mia Thermopolis is pretty sure there's nothing worse than being a five-foot-nine, flat-chested freshman, who also happens to be flunking Algebra.

Is she ever in for a surprise.

First mom announces that she's dating Mia's Algebra teacher. Then Dad has to go and reveal that he is the crown prince of Genovia. And guess who still doesn't have a date for the Cultural Diversity Dance?
Show more",3.81,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Childrens', 'Teen']","['to-read', 'young-adult', 'currently-reading', 'ya', 'romance', 'fiction', 'favorites']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355011082i/38980.jpg,https://www.goodreads.com/book/show/38980.The_Princess_Diaries
Riley Thorn and the Dead Guy Next Door,Lucy Score,"A nice, normal life. Is that too much to ask? For Riley Thorn it is.

Divorced. Broke. Living with a pack of elderly roommates. And those hallucinations she's diligently ignoring? Her tarot card-dealing mom is convinced they're clairvoyant visions.

Just when things can't get worse, a so-hot-it-should-be-illegal private investigator shows up on her doorstep looking for a neighbor...who turns up murdered.

Nick Santiago doesn't play well with others. Unless the ""others"" are of the female persuasion. Wink. He's a rebel, a black sheep, a man who prefers a buffet of options to being stuck with the same entrée every night, if you catch his drift.

When the pretty, possibly psychic Riley lands at the top of the list of suspects, Nick volunteers to find out whodunit. Only because he likes solving mysteries not because he wants to flex his heroic muscles for the damsel in distress.

All they have to do is figure out who pulled the trigger, keep the by-the-book detective with a grudge at bay, and deal with a stranger claiming he was sent to help Riley hone her psychic gifts. All before the killer discovers she's a loose end that requires snipping.
Show more",4.16,"['Romance', 'Mystery', 'Paranormal', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Fantasy']","['to-read', 'currently-reading', 'romance', '2024', 'physical-tbr', 'mystery', 'kindle-unlimited']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1597864238i/55029958.jpg,https://www.goodreads.com/book/show/55029958-riley-thorn-and-the-dead-guy-next-door
Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life...,Spencer Johnson,"""Who Moved My Cheese?"" is a simple parable that reveals profound truths. It is an amusing and enlightening story of four characters who live in a ""Maze"" and look for ""Cheese"" to nourish them and make them happy.

Two are mice named Sniff and Scurry. And two are ""Littlepeople"" — beings the size of mice who look and act a lot like people. Their names are Hem and Haw.

""Cheese"" is a metaphor for what you want to have in life — whether it's a good job, a loving relationship, money, a possession, health, or spiritual peace of mind.

And the ""Maze"" is where you look for what you want — the organisation you work in or the family or community you live in.

In the story, the characters are faced with unexpected change. Eventually, one of them deals with it successfully, and writes what he has learned from his experience on the Maze walls.

When you come to see ""The Handwriting on the Wall,"" you can discover for yourself how to deal with change, so that you can enjoy less stress and more success (however you define it) in your work and in your life.

Written for all ages, the story takes less than an hour to read, but its unique insights can last for a lifetime.
Show more",3.87,"['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Leadership', 'Personal Development', 'Management']","['to-read', 'currently-reading', 'non-fiction', 'self-help', 'business', 'nonfiction', 'psychology']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388639717i/4894.jpg,https://www.goodreads.com/book/show/4894.Who_Moved_My_Cheese_An_Amazing_Way_to_Deal_with_Change_in_Your_Work_and_in_Your_Life_
