title,author,description,rating,genres,shelves,image_book,url
The Book Thief,Markus Zusak,"Librarian's note: An alternate cover edition can be found here

It is 1939. Nazi Germany. The country is holding its breath. Death has never been busier, and will be busier still.

By her brother's graveside, Liesel's life is changed when she picks up a single object, partially hidden in the snow. It is The Gravedigger's Handbook, left behind there by accident, and it is her first act of book thievery. So begins a love affair with books and words, as Liesel, with the help of her accordian-playing foster father, learns to read. Soon she is stealing books from Nazi book-burnings, the mayor's wife's library, wherever there are books to be found.

But these are dangerous times. When Liesel's foster family hides a Jew in their basement, Liesel's world is both opened up, and closed down.

In superbly crafted writing that burns with intensity, award-winning author Markus Zusak has given us one of the most enduring stories of our time.

(Note: this title was not published as YA fiction)
Show more",4.39,"['Historical Fiction', 'Fiction', 'Young Adult', 'Classics', 'Historical', 'Book Club', 'War']","['to-read', 'currently-reading', 'favorites', 'historical-fiction', 'fiction', 'young-adult', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522157426i/19063.jpg,https://www.goodreads.com/book/show/19063.The_Book_Thief
Harry Potter and the Order of the Phoenix,J.K. Rowling,"It's official: the evil Lord Voldemort has returned. His influence is suddenly everywhere in the Wizarding world, and his former allies, the Death Eaters, are returning to his side in droves. In response, the Order of the Phoenix, which worked to stop him during his last rise to power, has reconvened. This time, all of the adults Harry trusts have joined in. And even though Harry is at the center of many of their plans - Voldemort is intent on killing him, after all - they want so badly to protect him that they are keeping him completely out of the loop. Problems are cropping up at Hogwarts, too, where government officials are meddling in just about everything. And just because Voldemort and the Death Eaters are threatening open warfare does not mean that fifth-year students get out of their exams. Meanwhile, Harry's powerful connection to Voldemort seems to be growing even stronger, as he realizes that he has direct access to the Dark Lord's mind. It's time for Harry and his friends to take drastic action, but the course they choose will have terrible unforeseen consequences. Truly dangerous times have arrived in the fifth Harry Potter novel, but it never loses the trademark fun, excitement, and wonder at the possibilities of magic.
Show more",4.50,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Audiobook', 'Childrens', 'Adventure']","['to-read', 'currently-reading', 'fantasy', 'favorites', 'young-adult', 'fiction', 'harry-potter']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1627045351i/58613451.jpg,https://www.goodreads.com/book/show/58613451-harry-potter-and-the-order-of-the-phoenix
To Kill a Mockingbird,Harper Lee,"""Shoot all the bluejays you want, if you can hit 'em, but remember it's a sin to kill a mockingbird.""

A lawyer's advice to his children as he defends the real mockingbird of Harper Lee's classic novel - a black man charged with the rape of a white girl. Through the young eyes of Scout and Jem Finch, Harper Lee explores with exuberant humour the irrationality of adult attitudes to race and class in the Deep South of the 1930s. The conscience of a town steeped in prejudice, violence and hypocrisy is pricked by the stamina of one man's struggle for justice. But the weight of history will only tolerate so much.

""To Kill A Mockingbird"" became both an instant bestseller and a critical success when it was first published in 1960. It went on to win the Pulitzer Prize in 1961 and was later made into an Academy Award-winning film.
Show more",4.26,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'Young Adult', 'Historical']","['to-read', 'currently-reading', 'classics', 'favorites', 'fiction', 'classic', 'historical-fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1553383690i/2657.jpg,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird
The Hunger Games,Suzanne Collins,"Winning means fame and fortune. Losing means certain death. The Hunger Games have begun. . . .

In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV.

Sixteen-year-old Katniss Everdeen regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to dead before-and survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weigh survival against humanity and life against love.
Show more",4.35,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']","['to-read', 'currently-reading', 'favorites', 'young-adult', 'dystopian', 'fiction', 'fantasy']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1586722975i/2767052.jpg,https://www.goodreads.com/book/show/2767052-the-hunger-games
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,"These magical adaptations became instant classics when they were first broadcast on BBC Radio 4, and continue to delight today. Tolkien's epic tale of Middle-earth has all the classic ingredients of fantasy and adventure: dwarves, elves, goblins and trolls, a terrifying dragon, a great wizard, a fearsome evil, a perilous quest and a dramatic climax. With an all-star cast including Ian Holm, Michael Hordern, Robert Stephens, John le Mesurier and Bill Nighy, these enchanting dramatisations are a must for all Tolkien fans. 'For those who find the books too long-winded and the films too noisy, this is the perfect way to assimilate the myth and magic of Middle-earth' - Guardian.

19 CDs. 17 hrs 30 mins.
Show more",4.61,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Science Fiction Fantasy', 'Epic Fantasy', 'High Fantasy']","['to-read', 'currently-reading', 'fantasy', 'favorites', 'fiction', 'classics', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1656625315i/30.jpg,https://www.goodreads.com/book/show/30.J_R_R_Tolkien_4_Book_Boxed_Set
The Chronicles of Narnia,C.S. Lewis,"Librarian note: An alternate cover for this edition can be found here: 2005.

Journeys to the end of the world, fantastic creatures, and epic battles between good and evil—what more could any reader ask for in one book? The book that has it all is The Lion, the Witch and the Wardrobe, written in 1949 by Clive Staples Lewis. But Lewis did not stop there. Six more books followed, and together they became known as The Chronicles of Narnia.

For the past fifty years, The Chronicles of Narnia have transcended the fantasy genre to become part of the canon of classic literature. Each of the seven books is a masterpiece, drawing the reader into a land where magic meets reality, and the result is a fictional world whose scope has fascinated generations.

This edition presents all seven books—unabridged—in one impressive volume. The books are presented here in chronlogical order, each chapter graced with an illustration by the original artist, Pauline Baynes. Deceptively simple and direct, continue to captivate fans with adventures, characters, and truths that speak to readers of all ages, even fifty years after they were first published.
Show more",4.28,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Christian', 'Adventure']","['to-read', 'currently-reading', 'fantasy', 'favorites', 'classics', 'fiction', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661032875i/11127.jpg,https://www.goodreads.com/book/show/11127.The_Chronicles_of_Narnia
The Fault in Our Stars,John Green,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.

Insightful, bold, irreverent, and raw, The Fault in Our Stars is award-winning author John Green's most ambitious and heartbreaking work yet, brilliantly exploring the funny, thrilling, and tragic business of being alive and in love.
Show more",4.13,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Book Club', 'Coming Of Age']","['to-read', 'currently-reading', 'favorites', 'young-adult', 'romance', 'fiction', 'ya']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660273739i/11870085.jpg,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars
The Picture of Dorian Gray,Oscar Wilde,"In this celebrated work, his only novel, Wilde forged a devastating portrait of the effects of evil and debauchery on a young aesthete in late-19th-century England. Combining elements of the Gothic horror novel and decadent French fiction, the book centers on a striking premise: As Dorian Gray sinks into a life of crime and gross sensuality, his body retains perfect youth and vigor while his recently painted portrait grows day by day into a hideous record of evil, which he must keep hidden from the world. For over a century, this mesmerizing tale of horror and suspense has enjoyed wide popularity. It ranks as one of Wilde's most important creations and among the classic achievements of its kind.
Show more",4.13,"['Classics', 'Fiction', 'Horror', 'Gothic', 'Fantasy', 'Literature', 'Dark Academia']","['to-read', 'currently-reading', 'classics', 'favorites', 'fiction', 'owned', 'classic']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546103428i/5297.jpg,https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray
The Giving Tree,Shel Silverstein,"""Once there was a tree...and she loved a little boy.""

So begins a story of unforgettable perception, beautifully written and illustrated by the gifted and versatile Shel Silverstein.

Every day the boy would come to the tree to eat her apples, swing from her branches, or slide down her trunk...and the tree was happy. But as the boy grew older he began to want more from the tree, and the tree gave and gave and gave.

This is a tender story, touched with sadness, aglow with consolation. Shel Silverstein has created a moving parable for readers of all ages that offers an affecting interpretation of the gift of giving and a serene acceptance of another's capacity to love in return.
Show more",4.38,"['Childrens', 'Classics', 'Fiction', 'Picture Books', 'Poetry', 'Young Adult', 'Fantasy']","['to-read', 'currently-reading', 'favorites', 'childrens', 'classics', 'children', 'fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1725807591i/370493.jpg,https://www.goodreads.com/book/show/370493.The_Giving_Tree
Wuthering Heights,Emily Brontë,"You can find the redesigned cover of this edition HERE.

At the centre of this novel is the passionate love between Catherine Earnshaw and Heathcliff - recounted with such emotional intensity that a plain tale of the Yorkshire moors acquires the depth and simplicity of ancient tragedy.

This best-selling Norton Critical Edition is based on the 1847 first edition of the novel. For the Fourth Edition, the editor has collated the 1847 text with several modern editions and has corrected a number of variants, including accidentals. The text is accompanied by entirely new explanatory annotations.

New to the fourth Edition are twelve of Emily Bronte's letters regarding the publication of the 1847 edition of Wuthering Heights as well as the evolution of the 1850 edition, prose and poetry selections by the author, four reviews of the novel, and poetry selections by the author, four reviews of the novel, and Edward Chitham's insightful and informative chronology of the creative process behind the beloved work.

Five major critical interpretations of Wuthering Heights are included, three of them new to the Fourth Edition. A Stuart Daley considers the importance of chronology in the novel. J. Hillis Miller examines Wuthering Heights's problems of genre and critical reputation. Sandra M. Gilbert assesses the role of Victorian Christianity plays in the novel, while Martha Nussbaum traces the novel's romanticism. Finally, Lin Haire-Sargeant scrutinizes the role of Heathcliff in film adaptations of Wuthering Heights.

A Chronology and updated Selected Bibliography are also included.
Show more",3.90,"['Classics', 'Fiction', 'Romance', 'Gothic', 'Historical Fiction', 'Literature', 'Historical']","['to-read', 'currently-reading', 'classics', 'favorites', 'fiction', 'romance', 'owned']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388212715i/6185.jpg,https://www.goodreads.com/book/show/6185.Wuthering_Heights
